Seed,Dataset,Sample_ID,Control_Absolute_Error,Weighted_Absolute_Error,Absolute_Error_Reduction,Weighted_Improved
11,Train,randomness_1.0000,0.0017490815371274948,0.00180777907371521,-5.869753658771515e-05,False
11,Validation,randomness_0.0721,0.0009615346789360046,0.0009457319974899292,1.580268144607544e-05,True
11,Validation,randomness_0.0831,0.0014568120241165161,0.0013220906257629395,0.00013472139835357666,True
11,Validation,randomness_0.1011,0.0009770728647708893,0.0008987076580524445,7.836520671844482e-05,True
11,Validation,randomness_0.1071,0.002401478588581085,0.002500813454389572,-9.933486580848694e-05,False
11,Validation,randomness_0.1271,0.0028018951416015625,0.0026328936219215393,0.0001690015196800232,True
11,Validation,randomness_0.1311,0.0007615126669406891,0.0006161965429782867,0.00014531612396240234,True
11,Validation,randomness_0.1341,0.002511166036128998,0.002610389143228531,-9.922310709953308e-05,False
11,Validation,randomness_0.1351,0.000327233225107193,0.00022026896476745605,0.00010696426033973694,True
11,Validation,randomness_0.1401,0.0015395097434520721,0.001552589237689972,-1.307949423789978e-05,False
11,Validation,randomness_0.1421,0.0036779381334781647,0.0036477111279964447,3.022700548171997e-05,True
11,Validation,randomness_0.1461,0.00419781357049942,0.004012085497379303,0.0001857280731201172,True
11,Validation,randomness_0.1582,0.00022610649466514587,0.00024185702204704285,-1.5750527381896973e-05,False
11,Validation,randomness_0.1862,0.0031353607773780823,0.0029827095568180084,0.00015265122056007385,True
11,Validation,randomness_0.1972,0.0012179724872112274,0.0013339333236217499,-0.00011596083641052246,False
11,Validation,randomness_0.2182,0.0018556006252765656,0.0017543919384479523,0.00010120868682861328,True
11,Validation,randomness_0.2202,0.0013137087225914001,0.0013760924339294434,-6.238371133804321e-05,False
11,Validation,randomness_0.2232,0.0024263113737106323,0.0023428574204444885,8.34539532661438e-05,True
11,Validation,randomness_0.2573,0.0013867616653442383,0.0014374665915966034,-5.070492625236511e-05,False
11,Validation,randomness_0.2633,0.0021222084760665894,0.002012498676776886,0.00010970979928970337,True
11,Validation,randomness_0.2863,0.0013332702219486237,0.0013754256069660187,-4.215538501739502e-05,False
11,Validation,randomness_0.2883,0.0025243572890758514,0.002622034400701523,-9.767711162567139e-05,False
11,Validation,randomness_0.2993,0.0032174773514270782,0.003027062863111496,0.00019041448831558228,True
11,Validation,randomness_0.3003,0.005609434098005295,0.0055206455290317535,8.878856897354126e-05,True
11,Validation,randomness_0.3023,0.002391308546066284,0.002408914268016815,-1.7605721950531006e-05,False
11,Validation,randomness_0.3043,0.001422937959432602,0.0014536269009113312,-3.068894147872925e-05,False
11,Validation,randomness_0.3063,0.00024531036615371704,0.00014030560851097107,0.00010500475764274597,True
11,Validation,randomness_0.3093,0.0003683604300022125,0.0002073422074317932,0.0001610182225704193,True
11,Validation,randomness_0.3253,0.0034798048436641693,0.003374658524990082,0.00010514631867408752,True
11,Validation,randomness_0.3353,0.0013980939984321594,0.0013601072132587433,3.798678517341614e-05,True
11,Validation,randomness_0.3433,0.0011536255478858948,0.0011443998664617538,9.22568142414093e-06,True
11,Validation,randomness_0.3564,0.0020014792680740356,0.0018482878804206848,0.00015319138765335083,True
11,Validation,randomness_0.3764,0.006343083456158638,0.006291355937719345,5.172751843929291e-05,True
11,Validation,randomness_0.3954,0.0017137639224529266,0.001888331025838852,-0.0001745671033859253,False
11,Validation,randomness_0.3964,0.0019352808594703674,0.0019385963678359985,-3.3155083656311035e-06,False
11,Validation,randomness_0.3994,0.0016407445073127747,0.0017181634902954102,-7.74189829826355e-05,False
11,Validation,randomness_0.4134,0.0009215641766786575,0.0010816268622875214,-0.00016006268560886383,False
11,Validation,randomness_0.4274,0.0010299533605575562,0.0010243654251098633,5.587935447692871e-06,True
11,Validation,randomness_0.4324,0.00017628073692321777,3.8743019104003906e-07,0.00017589330673217773,True
11,Validation,randomness_0.4444,0.0008343551307916641,0.0007727723568677902,6.15827739238739e-05,True
11,Validation,randomness_0.4464,0.0022900644689798355,0.0021721720695495605,0.00011789239943027496,True
11,Validation,randomness_0.4525,0.0039477720856666565,0.003882085904479027,6.56861811876297e-05,True
11,Validation,randomness_0.4615,0.00014940649271011353,0.00029088370501995087,-0.00014147721230983734,False
11,Validation,randomness_0.4705,0.0005647018551826477,0.0006334297358989716,-6.872788071632385e-05,False
11,Validation,randomness_0.4815,0.0024345722049474716,0.002466479316353798,-3.1907111406326294e-05,False
11,Validation,randomness_0.4905,0.004887593910098076,0.004729105159640312,0.00015848875045776367,True
11,Validation,randomness_0.4965,0.005197867751121521,0.005216542631387711,-1.8674880266189575e-05,False
11,Validation,randomness_0.4985,0.00037394650280475616,0.0004294253885746002,-5.5478885769844055e-05,False
11,Validation,randomness_0.5225,0.0021496228873729706,0.0020286347717046738,0.00012098811566829681,True
11,Validation,randomness_0.5315,0.004012115299701691,0.003880886361002922,0.00013122893869876862,True
11,Validation,randomness_0.5475,0.006699793040752411,0.006694672629237175,5.120411515235901e-06,True
11,Validation,randomness_0.5485,0.0009638983756303787,0.0010625887662172318,-9.869039058685303e-05,False
11,Validation,randomness_0.5495,0.005905073136091232,0.005846880376338959,5.819275975227356e-05,True
11,Validation,randomness_0.5536,0.004398684948682785,0.004336658865213394,6.202608346939087e-05,True
11,Validation,randomness_0.5856,0.0004831738770008087,0.00038380175828933716,9.937211871147156e-05,True
